Oliver 622 5 911
Oliver 958 5 1244
Oliver 480 3 773
Oliver 605 2 914
Oliver 507 5 794
Oliver 853 5 1139
Oliver 412 2 719
Oliver 584 1 896
Oliver 679 2 981
Oliver 1065 5 1346
Oliver 825 3 1120
Oliver 838 6 1118
Oliver 490 3 784
Oliver 763 6 1039
Oliver 553 2 853
Oliver 802 3 1094
Oliver 979 0 1300
Oliver 489 0 807
Oliver 461 3 755
Oliver 1004 4 1297
Oliver 444 2 745
Oliver 381 5 664
Oliver 1098 6 1375
Oliver 648 6 920
Oliver 887 5 1167
Oliver 677 5 957
Oliver 448 4 738
Oliver 1038 4 1324
Oliver 1018 5 1306
Oliver 427 0 745
Oliver 1035 5 1317
Oliver 866 2 1173
Oliver 1094 0 1407
Oliver 526 1 832
Oliver 452 1 763
Oliver 353 4 647
Oliver 778 0 1096
Oliver 708 6 982
Oliver 824 6 1103
Oliver 871 2 1176
Oliver 898 2 1204
Oliver 864 3 1165
Oliver 467 5 746
Oliver 721 3 1022
Oliver 672 2 975
Oliver 1073 1 1378
Oliver 1102 0 1423
Oliver 779 4 1066
Oliver 872 0 1187
Oliver 685 5 971
Oliver 651 0 963
Oliver 730 3 1026
Oliver 628 4 922
Oliver 405 4 693
Oliver 929 1 1241
Oliver 500 4 789
Oliver 1097 6 1375
Oliver 369 0 689
Oliver 586 6 858
Oliver 363 1 673
Oliver 703 2 1008
Oliver 1099 1 1407
Oliver 684 4 979
Oliver 1014 3 1309
Oliver 846 3 1148
Oliver 595 0 908
Oliver 408 3 708
Oliver 761 3 1055
Oliver 636 5 922
Oliver 475 2 775
Oliver 702 4 995
Oliver 937 2 1242
Oliver 636 0 949
Oliver 662 1 975
Oliver 1039 3 1338
Oliver 360 6 634
Oliver 510 3 809
Oliver 494 4 779
Oliver 522 5 804
Oliver 395 1 703
Oliver 384 5 667
Oliver 565 2 872
Oliver 898 2 1200
Oliver 1097 4 1385
Oliver 946 1 1261
Oliver 486 5 768
Oliver 984 5 1269
Oliver 619 2 925
Oliver 522 0 843
Oliver 386 2 688
Oliver 412 4 698
Oliver 1097 4 1389
Oliver 949 2 1255
Oliver 577 3 875
Oliver 584 5 868
Oliver 1102 5 1390
Oliver 761 3 1057
Oliver 806 0 1126
Oliver 644 2 950
Oliver 447 2 756
Oliver 357 1 667
Oliver 515 6 795
Oliver 822 1 1131
Oliver 891 6 1169
Oliver 584 4 879
Oliver 971 4 1258
Oliver 931 0 1243
Oliver 554 3 847
Oliver 1059 3 1361
Oliver 405 3 706
Oliver 849 3 1147
Oliver 935 3 1235
Oliver 764 3 1059
Oliver 887 0 1201
Oliver 885 1 1192
Oliver 825 4 1116
Oliver 657 5 943
Oliver 1017 4 1310
Oliver 705 5 992
Oliver 763 5 1046
Oliver 434 5 715
Oliver 922 6 1197
Oliver 956 0 1276
Oliver 1000 2 1305
Oliver 844 5 1133
Oliver 985 0 1302
Oliver 634 6 912
Oliver 1006 1 1315
Oliver 945 3 1242
Oliver 940 1 1251
Oliver 494 4 789
Oliver 947 0 1263
Oliver 832 6 1108
Oliver 1085 2 1393
Oliver 634 6 908
Oliver 811 0 1126
Oliver 1059 3 1351
Oliver 1058 2 1358
Oliver 785 4 1074
Oliver 856 5 1143
Oliver 634 3 926
Oliver 878 5 1158
Oliver 623 2 930
Oliver 1073 0 1395
Oliver 447 3 748
Oliver 574 2 875
Oliver 600 0 914
Oliver 980 2 1279
Oliver 824 0 1143
Oliver 935 4 1228
Oliver 1056 2 1359
Oliver 566 3 860
Oliver 749 2 1050
Oliver 1030 1 1343
Oliver 813 1 1122
Oliver 572 5 855
Oliver 1110 4 1398
Oliver 738 0 1051
Oliver 941 1 1250
Oliver 853 5 1141
Oliver 808 6 1082
Oliver 499 5 780
Oliver 753 1 1067
Oliver 421 2 722
Oliver 1017 2 1318
Oliver 353 2 659
Oliver 989 0 1306
Oliver 591 4 877
Oliver 372 5 656
Oliver 1028 2 1329
Oliver 768 1 1083
Oliver 650 3 950
Oliver 1047 6 1322
Oliver 484 6 761
Oliver 967 6 1244
Oliver 871 2 1180
Oliver 717 0 1031
Oliver 941 0 1253
Oliver 491 1 804
Oliver 770 3 1068
Oliver 589 4 882
Oliver 965 6 1244
Oliver 847 4 1137
Oliver 742 3 1040
Oliver 803 5 1084
Oliver 610 1 917
Oliver 1040 5 1324
Oliver 971 4 1262
Oliver 622 0 943
Oliver 969 6 1242
Oliver 1077 2 1375
Oliver 707 0 1024
Oliver 656 4 948
Oliver 1001 3 1298
Oliver 617 6 896
Oliver 458 4 745
Oliver 620 6 899
Oliver 372 2 681
Oliver 987 5 1271
Oliver 781 1 1090
Oliver 505 0 819
Oliver 998 3 1294
Oliver 897 2 1205
Oliver 605 1 919
Oliver 840 4 1130
Oliver 1087 5 1367
Oliver 611 4 906
Oliver 381 2 682
Oliver 1003 4 1295
Oliver 427 5 708
Oliver 671 1 977
Oliver 858 0 1176
Oliver 373 1 688
Oliver 512 1 827
Oliver 920 0 1235
Oliver 679 2 979
Oliver 847 5 1133
Oliver 861 3 1161
Oliver 877 2 1177
Oliver 442 6 715
Oliver 1055 5 1337
Oliver 834 2 1143
Oliver 456 0 769
Oliver 1033 3 1332
Oliver 858 2 1164
Oliver 444 5 726
Oliver 588 2 893
Oliver 438 2 745
Oliver 980 2 1287
Oliver 953 4 1248
Oliver 971 2 1271
Oliver 707 3 1009
Oliver 680 4 975
Oliver 1013 3 1309
Oliver 893 3 1192
Oliver 539 4 829
Oliver 535 4 823
Oliver 871 1 1184
Oliver 611 2 913
Oliver 979 0 1298
Oliver 417 4 702
Oliver 987 4 1273
Oliver 940 4 1230
Oliver 1106 3 1405
Oliver 583 5 871
Oliver 1004 5 1291
Oliver 435 5 720
Oliver 558 1 863
Oliver 695 0 1015
Oliver 564 1 879
Oliver 791 5 1072
Oliver 362 4 647
Oliver 831 1 1139
Oliver 1091 3 1389
Oliver 1100 6 1376
Oliver 1105 2 1413
Oliver 798 5 1084
Oliver 1047 5 1329
Oliver 409 6 682
Oliver 995 5 1283
Oliver 908 3 1208
Oliver 641 4 929
Oliver 506 2 809
Oliver 498 5 785
Oliver 608 4 894
Oliver 854 2 1155
Oliver 984 3 1284
Oliver 919 2 1226
Oliver 663 3 965
Oliver 975 1 1283
Oliver 952 5 1233
Oliver 621 4 911
Oliver 947 5 1227
Oliver 898 4 1190
Oliver 420 2 724
Oliver 1061 3 1353
Oliver 606 1 911
Oliver 694 0 1010
Oliver 1031 4 1323
Oliver 491 4 784
Oliver 867 2 1176
Oliver 1030 1 1345
Liam 354 3 516
Liam 624 2 791
Liam 737 6 890
Liam 983 4 1144
Liam 695 3 856
Liam 305 6 459
Liam 789 2 953
Liam 308 2 476
Liam 959 3 1120
Liam 667 4 825
Liam 437 1 605
Liam 532 1 701
Liam 853 6 1007
Liam 820 1 988
Liam 742 4 901
Liam 684 1 856
Liam 509 3 670
Liam 441 6 594
Liam 918 3 1078
Liam 421 2 586
Liam 498 5 653
Liam 813 1 981
Liam 393 6 547
Liam 533 5 687
Liam 839 6 991
Liam 786 1 958
Liam 757 1 928
Liam 455 3 616
Liam 308 6 463
Liam 862 3 1027
Liam 498 2 665
Liam 279 0 454
Liam 534 5 688
Liam 411 5 565
Liam 955 3 1117
Liam 731 0 902
Liam 667 1 835
Liam 820 1 987
Liam 906 4 1064
Liam 376 1 545
Liam 646 6 801
Liam 722 4 882
Liam 418 1 586
Liam 550 4 711
Liam 475 0 646
Liam 542 6 694
Liam 836 3 999
Liam 437 1 608
Liam 964 0 1138
Liam 589 2 754
Liam 729 1 896
Liam 689 4 850
Liam 799 2 966
Liam 955 3 1116
Liam 573 1 742
Liam 973 4 1133
Liam 735 1 907
Liam 985 6 1136
Liam 928 5 1085
Liam 749 1 917
Liam 475 0 646
Liam 318 5 475
Liam 427 1 598
Liam 841 0 1017
Liam 751 0 922
Liam 654 4 814
Liam 985 5 1143
Liam 409 0 583
Liam 780 5 935
Liam 809 1 977
Liam 522 0 694
Liam 997 0 1173
Liam 507 2 674
Liam 482 3 646
Liam 964 5 1122
Liam 928 2 1095
Liam 416 0 587
Liam 275 6 429
Liam 599 2 766
Liam 899 4 1057
Liam 384 4 543
Liam 330 1 501
Liam 549 1 716
Liam 641 6 795
Liam 857 6 1011
Liam 871 4 1031
Liam 768 2 934
Liam 914 4 1073
Liam 665 6 816
Liam 795 5 949
Liam 473 5 629
Liam 649 4 808
Liam 753 1 920
Liam 336 3 497
Liam 760 6 914
Liam 680 3 843
Liam 381 3 543
Liam 262 4 422
Liam 608 2 772
Liam 316 0 488
Liam 362 3 524
Liam 993 0 1164
Liam 637 4 796
Liam 580 6 733
Liam 650 6 805
Liam 466 0 640
Liam 742 5 896
Liam 747 3 909
Liam 628 0 800
Liam 748 4 908
Liam 358 1 530
Liam 596 0 769
Liam 329 3 494
Liam 648 5 805
Liam 394 6 548
Liam 614 5 771
Liam 679 1 850
Liam 722 0 893
Liam 793 3 956
Liam 537 6 690
Liam 967 1 1139
Liam 592 1 761
Liam 927 6 1082
Liam 907 6 1061
Liam 857 1 1024
Liam 440 4 602
Liam 677 6 831
Liam 372 6 524
Liam 722 5 879
Liam 481 5 636
Liam 929 3 1094
Liam 669 5 825
Liam 807 4 964
Liam 635 4 797
Liam 722 5 876
Liam 515 5 670
Liam 820 6 974
Liam 612 1 779
Liam 717 1 884
Liam 711 2 875
Liam 772 2 939
Liam 671 0 841
Liam 558 4 718
Liam 669 3 832
Liam 546 2 714
Liam 968 1 1136
Liam 538 1 709
Liam 306 1 475
Liam 349 2 516
Liam 933 1 1105
Liam 358 4 518
Liam 655 5 812
Liam 744 5 902
Liam 865 0 1037
Liam 622 6 776
Liam 811 6 962
Liam 335 5 493
Liam 894 4 1056
Liam 449 1 618
Liam 724 3 888
Liam 309 6 461
Liam 1003 6 1154
Liam 740 3 905
Liam 852 5 1010
Liam 314 0 487
Liam 796 5 953
Liam 527 1 698
Liam 738 1 906
Liam 294 1 463
Liam 491 3 653
Liam 387 2 551
Liam 538 6 689
Liam 556 4 716
Liam 930 3 1094
Liam 800 2 969
Liam 449 4 606
Liam 829 0 1002
Liam 541 4 698
Liam 833 4 992
Liam 847 0 1020
Liam 448 4 607
Liam 444 4 602
Liam 583 1 755
Liam 273 1 444
Liam 892 0 1063
Liam 434 3 599
Liam 622 1 793
Liam 967 4 1125
Liam 840 4 999
Liam 507 3 670
Liam 451 1 621
Liam 331 4 489
Liam 924 3 1088
Liam 704 4 862
Liam 592 0 763
Liam 429 3 592
Liam 823 6 976
Liam 610 2 774
Liam 369 4 527
Liam 421 1 592
Liam 679 0 852
Liam 326 4 486
Liam 830 4 989
Liam 953 3 1114
Liam 633 1 802
Liam 422 2 589
Liam 584 1 754
Liam 302 6 453
Liam 437 1 606
Liam 603 0 776
Liam 889 5 1047
Liam 621 3 785
Liam 937 2 1106
Liam 946 0 1118
Liam 863 6 1016
Liam 734 3 898
Liam 907 4 1068
Liam 976 6 1127
Liam 285 3 447
Liam 535 4 692
Liam 276 1 443
Liam 985 1 1152
Liam 971 6 1124
Liam 542 3 706
Liam 487 6 642
Liam 756 5 913
Liam 821 1 991
Liam 279 4 441
Liam 568 4 730
Liam 442 1 610
Liam 863 6 1017
Liam 379 4 539
Liam 687 4 844
Liam 355 1 527
Liam 363 4 524
Liam 810 2 974
Liam 395 1 562
Liam 305 6 460
Liam 681 5 837
Liam 911 6 1064
Liam 971 5 1125
Liam 574 2 738
Liam 694 1 862
Liam 688 0 860
Liam 513 6 667
Liam 308 2 474
Liam 577 3 740
Liam 926 3 1088
Liam 815 0 988
Liam 638 0 813
Liam 959 4 1117
Liam 651 1 822
Liam 926 6 1081
Liam 994 0 1165
Liam 837 6 988
Liam 663 6 815
Liam 509 2 677
Liam 1002 5 1160
Liam 291 1 460
Liam 847 1 1016
Liam 466 4 624
Liam 741 2 905
Liam 817 6 969
Liam 887 0 1059
Liam 505 6 659
Liam 488 2 653
Liam 800 2 968
Liam 571 2 739
Liam 341 4 501
Liam 428 4 585
Liam 895 5 1052
Liam 981 4 1143
Liam 921 0 1091
Liam 434 6 588
Liam 440 1 609
Liam 314 5 470
Liam 567 3 728
Liam 392 4 551
Liam 553 5 710
Liam 808 1 979
Liam 954 3 1117
Liam 995 5 1150
Liam 700 1 868
Liam 682 6 835
Liam 955 5 1110
Liam 517 6 672
Liam 276 4 437
Liam 785 0 960
Liam 672 1 841
Liam 956 1 1126
Liam 444 3 609
Liam 684 2 850
Liam 584 5 740
Liam 538 0 712
Liam 635 6 786
Liam 859 1 1028
Liam 503 2 670
Liam 658 5 813
Liam 325 6 476
Liam 725 4 886
Liam 787 3 951
Liam 862 5 1019
Liam 497 4 654
Liam 921 4 1083
Liam 499 1 667
Liam 505 3 666
Liam 891 6 1044
Liam 909 6 1063
Liam 795 3 959
Liam 879 5 1037
Liam 757 5 911
Liam 619 1 786
Liam 501 5 658
Liam 588 1 759
Liam 490 2 657
Liam 382 5 538
Liam 803 4 965
Liam 715 6 866
Liam 352 0 524
Liam 354 4 514
Liam 422 1 594
Liam 1004 6 1157
Liam 278 5 434
Liam 974 3 1137
Liam 758 4 916
Liam 394 2 560
Liam 987 1 1155
Liam 672 1 840
Liam 466 1 633
Liam 549 1 718
Liam 651 1 819
Liam 365 5 523
Liam 532 6 685
Liam 714 3 876
Liam 902 1 1073
Liam 406 5 563
Liam 950 4 1112
Liam 562 6 715
Liam 398 6 549
Liam 339 4 500
Liam 738 3 903
Liam 957 1 1126
Liam 531 4 691
Liam 393 5 547
Liam 388 0 562
Liam 405 1 577
Liam 486 5 645
Liam 930 4 1087
Liam 878 6 1030
Liam 977 6 1130
Liam 614 6 767
Liam 762 3 923
Liam 991 2 1155
Liam 998 2 1164
Liam 588 6 742
Liam 348 1 517
Liam 446 3 610
Liam 570 1 741
Liam 841 4 1000
Liam 667 1 836
Liam 503 5 660
Liam 961 6 1111
Liam 372 5 527
Liam 442 4 604
Liam 475 2 644
Liam 991 3 1155
Liam 481 2 648
Liam 309 0 481
Liam 417 3 578
Liam 720 5 876
Liam 315 5 473
Liam 679 2 845
Liam 699 0 871
Liam 613 4 775
Liam 913 4 1071
Liam 790 1 961
Liam 580 0 751
Liam 960 1 1128
Liam 310 3 473
Liam 951 6 1105
Liam 385 1 554
Liam 802 3 964
Liam 405 1 577
Liam 603 5 758
Liam 657 3 821
Liam 1000 4 1159
Liam 704 4 861
Liam 937 1 1107
Liam 959 4 1121
Liam 423 6 577
Liam 557 1 728
Liam 376 6 530
Liam 648 6 801
Liam 447 2 612
Liam 356 3 519
Liam 812 4 970
Liam 823 5 977
Liam 513 4 671
Liam 998 4 1158
Liam 539 4 697
Liam 304 0 476
Liam 777 4 938
Liam 648 3 811
Liam 371 6 524
Liam 531 2 696
Liam 909 4 1071
Liam 941 6 1094
Liam 669 6 821
Liam 333 1 502
Liam 626 1 797
Liam 309 0 484
Liam 839 3 1002
Liam 437 1 608
Liam 334 5 492
Liam 326 1 494
Liam 832 5 988
Liam 903 0 1078
Liam 895 2 1063
Liam 824 3 987
Liam 477 4 635
Liam 284 6 439
Liam 992 1 1161
Liam 894 5 1052
Liam 832 1 1004
Liam 483 1 653
Liam 864 6 1018
Liam 275 3 438
Liam 401 1 571
Liam 398 5 555
Liam 818 2 986
Liam 626 3 790
Liam 859 0 1033
Liam 414 6 568
Liam 288 5 447
Liam 649 4 807
Liam 855 4 1014
Liam 996 0 1172
Liam 794 1 961
Liam 955 5 1110
Liam 849 5 1007
Liam 898 0 1069
Liam 306 0 477
Liam 278 4 435
Liam 522 2 687
Liam 352 2 520
Liam 536 5 693
Liam 1004 0 1176
Liam 410 6 562
Liam 979 1 1146
Liam 814 6 967
Liam 466 4 627
Liam 537 5 691
Liam 423 2 591
Liam 651 0 821
Liam 694 2 859
Liam 510 6 665
Liam 975 1 1145
Liam 966 6 1121
Liam 266 4 424
Liam 961 6 1114
Liam 772 4 929
Liam 870 2 1035
Liam 807 6 961
Liam 1004 2 1172
Liam 807 6 958
Liam 268 2 437
Liam 599 5 755
Liam 502 1 671
Liam 614 2 783
Liam 667 5 825
Liam 293 3 455
Liam 471 6 623
Liam 872 6 1026
Liam 812 2 977
Liam 302 4 460
Liam 959 4 1117
Liam 517 5 673
Liam 723 3 887
Liam 825 5 983
Liam 868 1 1036
Liam 586 2 751
Liam 482 6 633
Liam 778 4 940
Liam 706 6 858
Liam 665 3 827
Liam 830 2 995
Liam 376 5 532
Liam 641 1 808
Liam 845 6 997
Liam 785 4 943
Liam 310 6 462
Liam 524 3 687
Liam 312 2 479
Liam 697 1 864
Liam 947 0 1119
Liam 335 4 493
Liam 726 4 888
Liam 798 4 957
Liam 356 5 514
Liam 915 5 1071
William 781 0 1155
William 307 6 634
William 301 6 618
William 294 2 647
William 700 6 1028
William 913 0 1279
William 570 0 936
William 618 5 944
William 354 4 695
William 950 4 1287
William 275 5 611
William 262 2 622
William 974 4 1312
William 919 6 1238
William 927 6 1246
William 936 5 1269
William 594 1 952
William 412 2 769
William 680 3 1028
William 380 4 718
William 359 5 691
William 824 2 1179
William 698 0 1069
William 975 6 1300
William 214 6 534
William 412 6 730
William 338 4 683
William 249 5 577
William 773 5 1109
William 744 6 1062
William 308 4 641
William 317 2 673
William 814 5 1140
William 571 4 906
William 674 0 1050
William 283 5 609
William 384 3 726
William 321 0 694
William 904 5 1239
William 413 3 765
William 586 2 938
William 578 1 940
William 642 0 1007
William 647 5 981
William 925 6 1250
William 371 1 732
William 656 5 992
William 329 4 667
William 893 6 1221
William 408 3 749
William 602 6 920
William 964 5 1300
William 474 5 805
William 551 3 898
William 363 6 692
William 815 1 1180
William 827 0 1201
William 351 5 688
William 838 0 1208
William 607 5 944
William 535 0 903
William 328 1 686
William 562 0 931
William 494 3 836
William 868 1 1225
William 444 5 779
William 655 4 995
William 588 0 959
William 804 3 1154
William 536 4 870
William 926 5 1258
William 573 2 934
William 853 0 1217
William 425 1 782
William 655 0 1031
William 812 6 1134
William 551 3 894
William 671 6 996
William 829 4 1167
William 540 4 885
William 407 6 733
William 933 6 1254
William 511 4 848
William 531 1 894
William 704 3 1054
William 330 5 662
William 467 3 816
William 651 1 1015
William 517 1 882
William 254 5 586
William 657 6 985
William 910 6 1238
William 212 5 537
William 655 1 1017
William 807 1 1172
William 688 1 1050
William 477 1 834
William 589 4 922
William 698 2 1052
William 289 0 663
William 907 3 1254
William 460 0 830
William 345 2 694
William 709 3 1056
William 810 3 1153
William 202 5 530
William 251 3 595
William 562 5 899
William 407 5 744
William 312 4 650
William 219 2 575
William 546 5 874
William 634 6 955
William 302 5 630
William 469 0 843
William 608 6 927
William 934 6 1256
William 837 5 1168
William 934 0 1310
William 252 5 584
William 894 1 1253
William 749 6 1075
William 403 5 739
William 789 2 1144
William 958 6 1282
William 716 3 1062
William 881 0 1254
William 772 1 1129
William 531 4 870
William 534 2 893
William 586 4 929
William 908 3 1259
William 629 4 971
William 901 0 1271
William 598 6 920
William 423 3 772
William 446 0 814
William 514 2 866
William 845 2 1200
William 608 6 925
William 952 4 1290
William 590 0 965
William 284 4 618
William 860 5 1194
William 535 4 877
William 203 5 539
William 620 5 946
William 739 5 1065
William 724 3 1077
William 421 0 794
William 200 1 564
William 761 5 1094
William 568 3 921
William 648 5 981
William 247 2 606
William 606 1 965
William 565 5 893
William 247 4 582
William 782 3 1135
William 197 6 522
William 406 4 746
William 676 2 1030
William 289 3 639
William 516 5 847
William 444 3 795
William 882 5 1211
William 558 5 885
William 805 2 1161
William 351 5 676
William 778 5 1111
William 724 3 1069
William 601 5 932
William 524 4 866
William 632 5 968
William 590 3 935
William 901 2 1257
William 846 3 1192
William 958 1 1323
William 868 4 1201
William 755 5 1082
William 446 6 765
William 968 2 1318
William 460 0 832
William 875 1 1235
William 502 5 838
William 478 5 812
William 477 5 810
William 244 2 594
William 383 4 723
William 501 6 821
William 395 3 740
William 950 5 1278
William 671 6 996
William 513 6 840
William 437 0 806
William 763 6 1085
William 880 1 1237
William 492 0 861
William 281 5 612
William 735 5 1072
William 939 3 1287
William 909 3 1258
William 506 1 864
William 782 1 1148
William 657 4 994
William 929 6 1249
William 608 6 930
William 288 0 658
William 962 6 1279
William 491 3 835
William 929 4 1266
William 628 4 971
William 619 5 947
William 381 0 745
William 199 3 548
William 331 4 671
William 896 1 1256
William 962 5 1297
William 588 2 946
William 510 3 853
William 474 1 839
William 451 4 789
William 390 0 761
William 795 5 1129
William 955 0 1320
William 738 0 1109
William 355 4 689
William 774 3 1125
William 237 1 597
William 635 5 960
William 268 5 602
William 762 6 1090
William 863 1 1232
William 276 6 600
William 607 1 974
William 495 0 863
William 826 3 1178
William 830 1 1197
William 863 4 1206
William 906 1 1272
William 954 0 1319
William 577 6 898
William 891 5 1219
William 567 5 897
William 678 4 1015
William 937 4 1280
William 738 0 1114
William 542 2 896
William 381 4 720
William 489 4 830
William 612 1 975
William 450 5 778
William 641 4 977
William 497 2 847
William 226 5 555
William 882 5 1216
William 894 2 1246
William 789 3 1132
William 595 3 943
William 679 4 1020
William 474 5 810
William 240 6 561
William 412 0 788
William 284 2 634
William 247 4 587
William 867 0 1232
William 240 0 612
William 645 3 988
William 584 6 912
William 473 0 847
William 305 6 624
William 227 1 588
William 427 2 787
William 351 0 724
William 345 5 671
William 456 4 791
William 784 3 1134
William 878 5 1207
William 876 3 1228
William 764 4 1100
William 333 0 703
William 811 5 1142
William 419 3 768
William 714 4 1057
William 296 4 632
William 758 6 1080
William 579 6 900
William 473 2 834
William 954 0 1321
William 564 3 906
William 857 1 1219
William 522 1 880
William 382 5 714
William 883 1 1252
William 281 6 607
William 313 3 655
William 538 5 870
William 695 3 1047
William 747 0 1113
William 231 2 591
William 724 2 1082
William 756 3 1102
William 842 1 1199
William 522 5 850
William 889 6 1215
William 650 4 994
William 217 5 542
William 350 0 720
William 932 6 1257
William 673 0 1050
William 453 0 828
William 679 2 1039
William 280 0 646
William 372 1 731
William 513 1 882
William 615 2 972
William 869 1 1232
William 347 1 711
William 432 3 774
William 695 1 1061
William 712 2 1066
William 930 2 1289
William 690 6 1010
William 745 2 1100
William 734 3 1082
William 398 3 741
William 623 5 952
William 675 0 1039
William 443 5 779
William 333 4 668
William 525 0 900
William 292 1 653
William 969 5 1303
William 812 0 1176
William 807 5 1137
William 246 1 612
William 670 1 1039
William 512 5 842
William 670 3 1016
William 213 4 549
William 702 1 1062
William 426 4 763
William 882 5 1211
William 968 1 1336
William 803 5 1133
William 920 1 1281
William 544 6 872
William 842 6 1171
William 433 2 793
William 957 4 1294
William 570 2 922
William 425 1 792
William 548 3 897
William 436 6 763
William 639 0 1011
William 569 4 905
William 331 6 658
William 797 4 1141
